content,label
"Avoid this site, it contains harmful downloads.",HIGH
"This website has been flagged for distributing malicious software.",HIGH
"Contains explicit illegal content, do not visit.",HIGH
"This site is linked to a botnet that infects computers.",HIGH
"The website is a scam, designed to steal credit card information.",HIGH
"It contains links to illegal activities and data breaches.",HIGH
"Accessing this site will expose your computer to malware.",HIGH
"This website has been blacklisted for fraud.",HIGH
"Known to steal personal and financial data from visitors.",HIGH
"The site contains illegal adult content and malware.",HIGH
"This site was recently taken down by authorities for fraud.",HIGH
"Contains ransomware that can lock your device.",HIGH
"This website is a phishing site for banking details.",HIGH
"It spreads spyware that tracks your browsing habits.",HIGH
"This website is known for spreading trojans.",HIGH
"Has been reported for spreading viruses via downloads.",HIGH
"Website involved in distributing fake cryptocurrency mining software.",HIGH
"A dangerous website that spreads scams through email links.",HIGH
"This site tries to steal users' social media credentials.",HIGH
"Contains harmful malware that affects mobile devices.",HIGH
"Used to distribute fake antivirus software and ransomware.",HIGH
"Known for spreading fake job offers that steal your personal data.",HIGH
"The site tries to inject malware into your system via ads.",HIGH
"This website hosts ransomware that can encrypt your files.",HIGH
"Known for redirecting users to a dangerous phishing site.",HIGH
"Contains a remote access trojan (RAT) that allows hackers into your system.",HIGH
"Exploits browser vulnerabilities to install malware.",HIGH
"The website is blacklisted by security providers for fraud.",HIGH
"This site redirects you to other malicious websites.",HIGH
"Contains viruses and other harmful code that can damage your system.",HIGH
"This website is a legitimate online shopping platform.",LOW
"Offers helpful and safe tutorials for tech enthusiasts.",LOW
"This site is a non-profit, providing education materials.",LOW
"A resource for safe online recipes.",LOW
"Contains good information on home DIY projects.",LOW
"This site offers free eBooks with no harmful content.",LOW
"A safe forum for discussions about healthy living.",LOW
"A blog that posts useful life hacks.",LOW
"This site offers travel guides and tips without malware.",LOW
"Completely secure for learning new skills online.",LOW
"Website dedicated to community support, no harmful activity.",LOW
"Contains minor pop-ups that lead to safe sites.",MEDIUM
"Moderate risk with some ads that may be misleading.",MEDIUM
"Contains user-generated content that may include spam.",MEDIUM
"Some sections of this website have intrusive ads.",MEDIUM
"This site contains affiliate links to third-party vendors.",MEDIUM
"The website has some misleading clickbait headlines.",MEDIUM
"May redirect to potentially unsafe websites.",MEDIUM
"Some reviews are fake, proceed with caution.",MEDIUM
"Contains pop-up advertisements that may be unwanted.",MEDIUM
"This site is linked to some minor fake news outlets.",MEDIUM
"Contains suspicious download links that may lead to malware.",HIGH
"This site promotes illegal software and file sharing.",HIGH
"Known for redirecting users to fraudulent websites.",HIGH
"Contains trojans that can steal sensitive data.",HIGH
"This site is a phishing attack disguised as a banking site.",HIGH
"The website is an identity theft front.",HIGH
"Promotes a fake cryptocurrency investment scheme.",HIGH
"This site contains keyloggers that track keystrokes.",HIGH
"Distributes dangerous malware through downloadable files.",HIGH
"This website tries to steal users' banking information.",HIGH
"A known site for spreading ransomware infections.",HIGH
"Contains files that automatically install malware upon download.",HIGH
"Users' personal details are compromised on this website.",HIGH
"Known to be used for cyberattacks and botnet activity.",HIGH
"This site is used to steal login credentials from social media.",HIGH
"Spreads viruses that can corrupt your system files.",HIGH
"Contains files infected with trojans and worms.",HIGH
"A site that spreads adware by misleading users.",HIGH
"Contains malware that can infect your mobile device.",HIGH
"Known for distributing fake antivirus programs to steal data.",HIGH
"Contains illegal adult content and malware links.",HIGH
"A site known for spreading clickbait with harmful redirects.",HIGH
"This website is about safe online shopping with no risks.",LOW
"Contains educational content that promotes wellness.",LOW
"This site provides resources on free software.",LOW
"A trustworthy online magazine for tech reviews.",LOW
"Provides general news content from verified sources.",LOW
"Offers helpful advice on personal finance and budgeting.",LOW
"This website offers free online courses in computer science.",LOW
"Resource for online photography tips and tutorials.",LOW
"Contains verified reviews of electronic gadgets.",LOW
"Contains articles on sustainable living and the environment.",LOW
"Completely safe website with minimal ads.",LOW
"Has some ads and redirects, but generally safe.",MEDIUM
"Contains ads that may be misleading to some users.",MEDIUM
"Has some links that could be a phishing attempt.",MEDIUM
"Be cautious of some pop-up ads on the website.",MEDIUM
"Some content may include affiliate marketing that is not fully transparent.",MEDIUM
"Contains a few ads leading to minor risks.",MEDIUM
"Occasionally redirects to other, less trustworthy sites.",MEDIUM
"Some content contains exaggerated claims that could be misleading.",MEDIUM
"Has low-level risks but no major threats.",MEDIUM
"Contains some outdated information that could be misleading.",MEDIUM
"This website is known to be harmful with multiple virus infections.",HIGH
"Contains a number of adware programs that slow your system.",HIGH
"Directly leads to a phishing scam attempting to steal credentials.",HIGH
"Promotes illegal activities such as unlicensed streaming and downloads.",HIGH
"The site hosts dangerous spyware and adware.",HIGH
"Has been blacklisted for fraudulent activities.",HIGH
"Website known to infect users with ransomware through downloads.",HIGH
"Links to fake job offers that steal users' personal data.",HIGH
"Contains a trojan virus that allows unauthorized access to your system.",HIGH
"Promotes fake antivirus software that infects your computer.",HIGH
"Spreads malware that can compromise your personal data.",HIGH
"This website hosts malicious ads that infect systems with viruses.",HIGH
"Contains files with hidden malware that infect your computer upon download.",HIGH
"Used to spread phishing emails asking for sensitive information.",HIGH
"A dangerous site linked to illegal trading activities.",HIGH
"This website is a blog with harmless content.",LOW
"The website is safe to browse, no harmful activities.",LOW
"This site is about gardening tips and healthy living.",LOW
"No risks involved in visiting this website.",LOW
"The website is about movies and TV shows, no malware.",LOW
"This website is a personal blog about cooking.",LOW
"No dangerous activities on this website.",LOW
"The site is about fitness, with no risks involved.",LOW
"It is a legitimate news website, no threat.",LOW
"Completely safe for browsing.",LOW
"This website contains some ads and popups.",MEDIUM
"The site has some tracking cookies, but no malware.",MEDIUM
"Might have some phishing attempts, but overall safe.",MEDIUM
"Contains some misleading information, proceed with caution.",MEDIUM
"The website may contain fake offers and pop-ups.",MEDIUM
"Some ads may lead to suspicious websites.",MEDIUM
"Be cautious of the login forms on this site.",MEDIUM
"Contains some suspicious links, but mostly safe.",MEDIUM
"There may be some redirects to potentially harmful websites.",MEDIUM
"The website has been flagged for possible adware.",MEDIUM
"This website is known to distribute malware and ransomware.",HIGH
"Contains links to illegal content, avoid visiting.",HIGH
"This website is involved in phishing scams.",HIGH
"It is a dangerous site, known for stealing personal data.",HIGH
"Avoid visiting, the site contains illegal content.",HIGH
"This website is associated with criminal activities.",HIGH
"Known to infect your system with viruses.",HIGH
"Avoid this site, it contains harmful downloads.",HIGH
"This website has been flagged for distributing malicious software.",HIGH
"Contains explicit illegal content, do not visit.",HIGH
"This site is linked to a botnet that infects computers.",HIGH
"The website is a scam, designed to steal credit card information.",HIGH
"It contains links to illegal activities and data breaches.",HIGH
"Accessing this site will expose your computer to malware.",HIGH
"This website has been blacklisted for fraud.",HIGH
"Known to steal personal and financial data from visitors.",HIGH
"The site contains illegal adult content and malware.",HIGH
"This site was recently taken down by authorities for fraud.",HIGH
"Contains ransomware that can lock your device.",HIGH
"This website is a phishing site for banking details.",HIGH
"It spreads spyware that tracks your browsing habits.",HIGH
"This website is known for spreading trojans.",HIGH
"Has been reported for spreading viruses via downloads.",HIGH
"Website involved in distributing fake cryptocurrency mining software.",HIGH
"A dangerous website that spreads scams through email links.",HIGH
"This site tries to steal users' social media credentials.",HIGH
"Contains harmful malware that affects mobile devices.",HIGH
"Used to distribute fake antivirus software and ransomware.",HIGH
"Known for spreading fake job offers that steal your personal data.",HIGH
"The site tries to inject malware into your system via ads.",HIGH
"This website hosts ransomware that can encrypt your files.",HIGH
"Known for redirecting users to a dangerous phishing site.",HIGH
"Contains a remote access trojan (RAT) that allows hackers into your system.",HIGH
"Exploits browser vulnerabilities to install malware.",HIGH
"The website is blacklisted by security providers for fraud.",HIGH
"This site redirects you to other malicious websites.",HIGH
"Contains viruses and other harmful code that can damage your system.",HIGH
"This website is a legitimate online shopping platform.",LOW
"Offers helpful and safe tutorials for tech enthusiasts.",LOW
"This site is a non-profit, providing education materials.",LOW
"A resource for safe online recipes.",LOW
"Contains good information on home DIY projects.",LOW
"This site offers free eBooks with no harmful content.",LOW
"A safe forum for discussions about healthy living.",LOW
"A blog that posts useful life hacks.",LOW
"This site offers travel guides and tips without malware.",LOW
"Completely secure for learning new skills online.",LOW
"Website dedicated to community support, no harmful activity.",LOW
"Contains minor pop-ups that lead to safe sites.",MEDIUM
"Moderate risk with some ads that may be misleading.",MEDIUM
"Contains user-generated content that may include spam.",MEDIUM
"Some sections of this website have intrusive ads.",MEDIUM
"This site contains affiliate links to third-party vendors.",MEDIUM
"The website has some misleading clickbait headlines.",MEDIUM
"May redirect to potentially unsafe websites.",MEDIUM
"Some reviews are fake, proceed with caution.",MEDIUM
"Contains pop-up advertisements that may be unwanted.",MEDIUM
"This site is linked to some minor fake news outlets.",MEDIUM
"Contains suspicious download links that may lead to malware.",HIGH
"This site promotes illegal software and file sharing.",HIGH
"Known for redirecting users to fraudulent websites.",HIGH
"Contains trojans that can steal sensitive data.",HIGH
"This site is a phishing attack disguised as a banking site.",HIGH
"The website is an identity theft front.",HIGH
"Promotes a fake cryptocurrency investment scheme.",HIGH
"This site contains keyloggers that track keystrokes.",HIGH
"Distributes dangerous malware through downloadable files.",HIGH
"This website tries to steal users' banking information.",HIGH
"A known site for spreading ransomware infections.",HIGH
"Contains files that automatically install malware upon download.",HIGH
"Users' personal details are compromised on this website.",HIGH
"Known to be used for cyberattacks and botnet activity.",HIGH
"This site is used to steal login credentials from social media.",HIGH
"Spreads viruses that can corrupt your system files.",HIGH
"Contains files infected with trojans and worms.",HIGH
"A site that spreads adware by misleading users.",HIGH
"Contains malware that can infect your mobile device.",HIGH
"Known for distributing fake antivirus programs to steal data.",HIGH
"Contains illegal adult content and malware links.",HIGH
"A site known for spreading clickbait with harmful redirects.",HIGH
"This website is about safe online shopping with no risks.",LOW
"Contains educational content that promotes wellness.",LOW
"This site provides resources on free software.",LOW
"A trustworthy online magazine for tech reviews.",LOW
"Provides general news content from verified sources.",LOW
"Offers helpful advice on personal finance and budgeting.",LOW
"This website offers free online courses in computer science.",LOW
"Resource for online photography tips and tutorials.",LOW
"Contains verified reviews of electronic gadgets.",LOW
"Contains articles on sustainable living and the environment.",LOW
"Completely safe website with minimal ads.",LOW
"Has some ads and redirects, but generally safe.",MEDIUM
"Contains ads that may be misleading to some users.",MEDIUM
"Has some links that could be a phishing attempt.",MEDIUM
"Be cautious of some pop-up ads on the website.",MEDIUM
"Some content may include affiliate marketing that is not fully transparent.",MEDIUM
"Contains a few ads leading to minor risks.",MEDIUM
"Occasionally redirects to other, less trustworthy sites.",MEDIUM
"Some content contains exaggerated claims that could be misleading.",MEDIUM
"Has low-level risks but no major threats.",MEDIUM
"Contains some outdated information that could be misleading.",MEDIUM
"This website is known to be harmful with multiple virus infections.",HIGH
"Contains a number of adware programs that slow your system.",HIGH
"Directly leads to a phishing scam attempting to steal credentials.",HIGH
"Promotes illegal activities such as unlicensed streaming and downloads.",HIGH
"The site hosts dangerous spyware and adware.",HIGH
"Has been blacklisted for fraudulent activities.",HIGH
"Website known to infect users with ransomware through downloads.",HIGH
"Links to fake job offers that steal users' personal data.",HIGH
"Contains a trojan virus that allows unauthorized access to your system.",HIGH
"Promotes fake antivirus software that infects your computer.",HIGH
"Spreads malware that can compromise your personal data.",HIGH
"This website hosts malicious ads that infect systems with viruses.",HIGH
"Contains files with hidden malware that infect your computer upon download.",HIGH
"Used to spread phishing emails asking for sensitive information.",HIGH
"A dangerous site linked to illegal trading activities.",HIGH
"Contains multiple redirect attempts to fake and dangerous websites.",HIGH
"Known to be a part of a larger fraud network.",HIGH
"Spreads viruses that can damage or erase your files.",HIGH
"Contains malicious links that track users' personal information.",HIGH
"A site associated with unauthorized data access and breaches.",HIGH
"Contains malicious download links that can affect the system's security.",HIGH
"This website contains an exploit kit that targets browser vulnerabilities.",HIGH
"Distributes software that installs spyware or keyloggers.",HIGH
